#	4564
133	9
1331	1
134	11
1342	1
1345	1
135	12
1353	1
136	21
137	14
138	32
139	35
14	250
140	18
141	16
1417	1
142	12
143	8
14320	1
144	13
145	16
1451	1
146	50
147	21
148	59
14825	1
14842	3
149	56
15	401
150	22
1500	1
151	6
152	11
153	10
154	15
155	10
156	7
157	18
158	10
159	14
16	290
160	25
161	16
162	8
163	16
1636	1
164	14
165	7
166	23
167	6
168	3
169	19
17	268
170	2
171	28
172	21
173	7
174	14
175	12
176	31
177	3
1774	1
178	36
179	7
18	287
180	4
1805	1
1806	1
1809	2
181	32
1810	1
182	49
183	8
184	23
1849	1
185	49
1850	1
186	36
187	10
188	51
1884	10
1888	2
189	2
19	199
190	3
1904	2
1906	1
19134	2
192	26
193	17
194	35
1941	2
195	18
196	62
197	19
1971	1
198	37
1981	1
1984	1
1987	1
199	21
1995	1
2	1102
20	276
200	21
2000	60
2001	3
2002	3
201	17
2012	1
202	15
203	36
204	12
205	12
206	20
207	22
208	18
209	29
21	302
210	27
211	9
212	15
213	24
214	11
215	26
216	21
217	3
218	33
219	14
22	253
220	12
221	10
222	21
223	24
224	12
225	19
2250	1
2255255556	1
226	12
227	21
2279	1
228	13
229	14
2298	2
23	295
230	19
231	18
232	8
233	17
234	19
235	5
236	13
237	2
238	16
239	14
24	787
240	42
241	35
242	20
243	47
244	25
245	7
246	6
247	4
248	11
249	4
25	410
250	54
251	15
252	21
253	29
2535	1
254	33
255	12
256	12
257	52
258	33
259	9
26	471
260	33
261	42
262	59
263	15
264	22
265	45
266	19
26625	1
267	12
268	3
269	14
27	267
270	15
271	10
272	37
273	21
274	2
275	7
276	10
277	5
278	58
279	25
28	345
280	28
281	8
282	14
283	11
284	15
285	1
286	8
287	6
288	12
289	2
29	249
290	13
291	15
292	4
293	41
294	41
295	7
296	23
297	14
298	79
299	4
2994	1
3	834
3#	2
3#10	1
30	185
300	29
301	3
302	24
303	14
304	8
305	18
306	7
307	25
308	41
309	8
31	175
310	3
3104	1
3106	1
311	3
312	19
3128	1
313	6
3131	1
3138	1
314	14
3146	1
3147	1
315	5
3156	1
316	5
317	9
318	10
3181	2
3182	1
319	3
3196	1
32	29
320	6
321	4
3219	1
322	11
3226	1
3229	1
323	7
324	17
325	20
326	20
327	4
328	10
329	15
3298	1
33	32
330	5
3308	1
331	34
3311	1
332	5
333	61
3330	1
3332	1
334	7
3342	2
3343	1
3345	1
335	15
3354	1
336	8
3369	1
337	11
338	8
339	10
3399	1
34	44
340	6
3404	1
341	9
342	31
3427	1
343	4
3437	1
3438	1
344	3
345	14
346	29
3466	1
347	29
348	7
349	8
35	28
350	7
351	15
353	38
354	16
355	21
356	1
357	11
358	5
359	7
36	51
360	6
361	13
362	13
363	25
364	30
365	25
366	7
367	3
368	18
369	35
3695	1
37	42
370	13
371	14
372	14
373	16
374	6
375	21
376	22
377	4
378	1
379	3
38	40
380	13
381	12
382	3
383	19
384	17
385	15
386	34
387	19
388	12
389	33
39	30
390	4
391	6
392	37
393	17
394	24
395	13
396	15
397	26
398	37
399	34
3995	1
4	454
40	56
400	1
401	13
402	18
403	22
404	26
405	8
406	9
407	38
408	92
409	40
41	87
410	5
411	8
412	4
413	2
414	19
415	11
416	11
417	14
418	16
419	65
42	25
420	5
421	1
422	21
423	11
424	15
425	43
426	25
427	20
428	3
429	17
43	36
430	13
432	20
433	1
434	16
435	21
4356	1
436	7
437	38
438	30
439	1
44	7
440	10
441	14
442	7
443	3
444	5
445	59
446	32
447	8
448	34
449	5
45	25
450	16
451	27
452	11
453	5
454	18
455	23
456	6
457	6
458	8
459	4
46	32
460	15
461	8
462	7
4623	1
463	14
464	11
465	6
466	9
467	11
468	20
469	31
4690	1
47	13
470	12
471	48
472	5
473	1
475	8
476	2
477	3
478	2
479	2
48	19
482	2
483	1
486	1
487	2
488	1
49	22
490	1
491	3
492	2
493	1
494	3
495	4
497	3
498	3
499	4
5	860
50	26
500	2
502	3
503	1
506	5
509	1
51	87
510	2
5111	1
512	2
5132	6
514	1
515	1
516	1
518	1
52	74
520	1
522	4
523	4
5232	10
524	1
525	1
53	41
530	1
531	3
533	7
5332	12
536	1
539	1
54	18
540	2
5432	7
545	3
547	1
55	22
55112	1
553	1
5532	5
554	1
555	3
556	2
559	3
56	21
560	11
561	1
561100	1
562	2
5632	9
563200	1
565	3
567	2
57	23
571	1
573	1
574	3
575	2
576	4
577	6
578	3
579	1
58	17
580	1
581	6
582	7
585	1
586	5
587	2
589	3
59	39
591	1
592	1
594	13
595	4
597	1
599	2
6	753
60	19
600	1
601	2
602	1
603	3
607	1
609	4
61	34
610	4
611	1
612	14
613	1
6132	11
613200	3
614	10
615	2
616	13
617	3
618	1
619	2
62	31
620	8
621	8
6220	1
623	8
6232	3
625	1
626	3
627	6
628	9
63	25
631	1
632	5
633	1
6332	2
634	1
635	2
637	1
638	1
639	3
64	13
640	3
641	1
643	4
644	1
645	2
646	3
647	6
648	1
649	2
65	33
650	1
651	3
652	1
654	2
656	4
657	6
659	1
66	15
662	6
663	9
664	10
665	1
669	1
67	54
671	5
672	2
675	1
677	2
68	8
681	1
685	9
686	18
687	2
69	5
690	9
693	5
695	1
696	1
698	5
699	2
7	465
70	7
703	2
704	4
705	2
706	1
707	1
708	4
709	2
71	9
711	1
713	16
718	4
72	45
720	5
721	14
722	1
723	2
725	2
726	1
727	1
729	6
73	28
730	1
732	1
734	3
736	3
74	28
740	1
741	5
742	4
743	1
744	6
746	4
748	26
75	26
751	1
755	1
76	18
762	1
763	3
766	3
768	1
769	1
77	36
771	6
773	2
774	9
776	1
778	1
78	22
781	9
782	1
783	1
784	3
789	12
79	41
790	6
791	5
792	14
793	5
795	11
796	1
797	1
798	6
799	4
8	468
80	20
802	1
804	8
805	3
806	16
807	10
809	4
81	15
810	3
811	8
812	4
813	20
817	1
818	4
819	3
82	34
820	6
821	10
822	1
824	18
825	4
827	1
828	20
829	3
83	3
830	9
831	1
832	2
833	1
836	2
839	2
84	11
844	5
845	2
848	3
849	1
85	15
851	2
854	10
856	4
86	8
860	1
861	2
863	2
866	1
867	11
868	1
869	1
87	12
875	2
879	17
8790	1
88	12
880	1
881	1
882	9
884	1
886	8
887	19
89	4
893	6
894	1
897	8
898	4
899	5
9	630
90	12
903	3
904	4
906	5
907	7
91	4
911	1
914	1
915	1
92	27
920	2
922	3
923	9
924	1
927	2
93	58
934	2
935	1
936	7
937	1
938	1
94	9
940	2
942	1
95	11
953	7
954	5
956	1
96	14
962	5
963	1
965	5
966	3
967	21
968	1
97	13
970	2
971	12
972	2
973	1
975	5
977	2
978	5
979	4
98	10
981	5
982	7
984	7
987	2
988	17
989	2
99	20
990	4
991	5
992	1
993	4
994	3
996	11
998	4
999	1
a	3534
a#545	1
a007	1
a10	1
a111	1
a146	1
a1884	1
a2	3
a5	1
a6	3
aa	5
aaaaaaaa	1
aabad	1
aabdon	1
aabelardo	1
aabril	2
aacosta	1
aacrca	1
aacrlomagno	1
aacroos	1
aad	1
aadolfo	1
aagosto	3
aagropecuario	1
aaguas	2
aaguayo	1
aaguilar	1
aaguilera	2
aaguirre	1
aagustin	1
aagusto	1
aalbino	1
aalegria	2
aalejandro	1
aalfaro	3
aalfonso	3
aalfredo	3
aalmirante	1
aalomoto	1
aalvardo	1
aalvares	1
aalzamora	2
aamable	1
aamelia	1
aamericano	1
aamparito	1
aamzonas	2
aan	1
aanadres	1
aandarde	1
aandrade	1
aangeel	1
aangel	4
aangelica	1
aantoni	1
aantonio	3
aaquiles	1
aarcelio	1
aarellano	1
aarenillas	1
aarevalo	1
aarizaga	1
aarmada	1
aarmando	1
aarmero	1
aarosemena	2
aarteaga	1
aartesanal	1
aarturo	3
aasamblea	1
aaspiazu	1
aatapo	1
aaugusto	2
aaurelio	4
aautachi	1
aayapamba	1
aayora	2
aazoguez	1
ab	102
aba	5
abaa	1
abaaad	1
abaac	1
abaad	8
abab	6
ababa	1
ababd	2
abac	2
abacedario	1
abad	458
abad#1	1
abada	5
abadd	2
abado	1
abadon	1
abag	1
abagado	1
abagora	1
abahan	2
abahoyo	1
abajo	5
abal	3
abalardo	2
abalberto	1
aballo	1
abaloina	1
aban	2
abananchi	1
abanderan	1
abandonada	1
abanuzca	1
abanzara	1
abao	1
abaogado	1
abaraca	3
abarahn	1
abarba	1
abarca	38
abarham	1
abaril	1
abaristo	1
abarra	1
abasconez	3
abasque	1
abat	6
abatag	1
abaud	1
abaul	1
abaustista	1
abautista	1
abay	1
abaya	3
abba	1
abbad	2
abbod	1
abbril	1
abbua	1
abbud	9
abbut	2
abc	62
abd	14
abda	5
abdala	1
abderson	2
abdfon	1
abdin	1
abdn	3
abdno	1
abdo	7
abdob	6
abdobn	1
abdol	2
abdom	2
abdon	468
abdonc	1
abdoncalderon	2
abdonm	1
abdonn	2
abdoon	1
abdopn	2
abdotouma	1
abdotouman	2
abdotuma	2
abdotumba	1
abdoxi	1
abdrade	2
abdrs	1
abdun	2
abe	1
abeatal	3
abeatar	1
abecedario	5
abecerril	1
abed	1
abedon	1
abedrabo	1
abedravo	2
abegitas	1
abeha	2
abehanna	1
abei	1
abeida	3
abeiga	40
abeja	6
abejano	1
abejiats	1
abejistas	1
abejita	3
abejitas	36
abejotas	1
abel	191
abela	3
abelaardo	1
abeladino	1
abelado	4
abelarco	1
abelardo	126
abelardo9	1
abelardoi	1
abelardom	1
abelardro	1
abelaredo	1
abelaro	2
abelatdo	1
abelerdo	1
abelga	1
abelin	1
abelina	22
abeling	1
abelino	28
abelizario	1
abelkardo	1
abella	1
abellan	5
abelrdo	3
abelugarte	1
abema	2
aben	1
abenania	1
abenda	15
abenitez	1
abentista	1
abentura	1
aber	4
aberardo	1
aberca	1
aberil	1
aberl	1
aberlardo	1
abernaculo	2
abero	1
aberon	1
abertano	1
aberto	5
abesaida	1
abetear	1
abeza	1
abfon	1
abg	28
abgel	5
abgela	1
abgeles	1
abgril	1
abgustin	1
abi	7
abia	1
abiad	5
abial	1
abialaya	1
abianyala	1
abiat	9
abiatal	1
abiatar	1
abiayala	3
abiba	7
abidio	4
abiega	1
abierta	1
abietal	1
abigael	1
abigail	36
abihana	2
abihanna	4
abihano	1
abijali	1
abijama	1
abijan	1
abijana	1
abijanda	1
abijano	1
abil	1
abila	2
abillan	1
abima	8
abinetthi	1
abinfa	2
abio	2
abioyala	2
abirl	4
able	2
ableardo	3
ableter	1
ablirl	1
ablo	7
abmato	2
abna	1
abngel	1
abo	1
abod	2
abodn	2
abodon	1
abog	1
abogado	9
abolibar	1
abon	1
abono	2
abool	1
abosco	1
abquerizo	2
abr4il	1
abraan	4
abraham	91
abrahan	111
abrahm	3
abrahn	4
abrahna	1
abrahnan	1
abram	13
abramos	1
abrams	1
abran	29
abranh	2
abranhan	1
abraque	1
abras	2
abrayala	1
abreil	1
abreindo	2
abremo	1
abrham	5
abrhan	10
abri	3
abrial	2
abriel	8
abriendo	39
abriendos	2
abriendpo	1
abrigo	1
abriil	1
abril	523
abril#6	2
abrilcol	1
abrilcolg	1
abrile	3
abrilesc	3
abrilo	1
abrin	1
abriol	2
abrisl	1
abrl	2
abro	1
abrosio	2
abroso	1
abrun	1
absad	1
abson	2
absul	1
abtolome	1
abtonio	1
abu	1
abud	3
abuela	1
abuelita	1
abuelos	1
abuendo	1
abuja	1
abuma	1
abundancha	1
abundancia	15
abundante	3
aburto	4
abutista	2
abux	2
abvdon	1
abventista	3
abxril	1
aby	3
abya	15
abyayala	2
abye	1
ac	73
aca	207
acaad	1
acab	1
acacdemia	1
acacemia	1
acacia	1
acacias	5
acacio	1
acad	1317
acada	2
acadaemia	1
acadamia	2
acade	15
acadelima	1
academ	18
academa	1
academai	1
academi	8
academia	1926
academia5632	1
academian	1
academica	3
academico	6
academina	2
academio	1
academioa	1
academis	2
academiua	1
academiz	1
academmia	1
academy	3
acaden	1
acadenia	3
acadeny	1
acadm	11
acaemia	2
acajuela	1
acam	2
acamia	1
acampa	2
acampo	1
acana	1
acanada	1
acanci	1
acano	1
acap	2
acapas	1
acapemia	1
acapi	1
acapulco	2
acaracas	1
acaranda	2
acardemia	1
acardio	1
acari	1
acario	2
acaro	6
acarriel	1
acas	1
acasias	1
acatamayo	1
acataro	1
acatequi	1
acatlina	1
acatolica	2
acazar	2
acazubi	1
acbeza	1
accademia	1
acced	1
acchayaco	1
acchuri	1
acci	2
accion	24
acd	657
acda	18
acdad	1
acde	4
acdemia	15
acdm	29
acdmia	3
acdn	1
acebo	26
acebp	1
acecio	1
aced	2
acede	1
acedemia	10
acedemis	1
acedmia	1
acedo	2
aceldo	1
aceliano	1
acenil	1
acenio	3
acenso	1
aceradero	1
acere	1
acero	6
acerran	1
acerrin	1
acesar	2
acesto	1
aceva	1
acevo	8
ach	1
acha	4
achajui	1
achamba	9
achambo	1
achamna	1
achas	1
achaujui	1
achavarria	1
achavez	1
achaxcida	1
achayaco	1
ache	1
acheandia	4
acheco	2
achi	7
achica	2
achico	2
achicube	2
achig	4
achignan	1
achil	1
achile	2
achilie	3
achille	1
achilube	1
achimona	1
achimora	1
achin	2
achinag	1
achioe	1
achiote	3
achipallaguasi	1
achiras	1
achka	1
acho	2
achoa	1
achoa5432	1
achochi	1
achote	4
achu	4
achua	1
achual	1
achuar	14
achuillay	2
achul	1
achulay	1
achullas	1
achullay	10
achumba	1
achunts	3
achupallas	3
achupilla	3
achuyay	1
acias	3
acido	4
acierta	1
acifico	4
acilacio	1
acion	1
acional	3
acista	4
acivar	1
acj	1
acjio	1
acldas	1
aclderon	6
aclin	1
aclixto	1
aclle	1
acmilo	1
acnada	2
acnoenia	1
aco	4
acoata	1
acocha	1
acoico	1
acoista	1
acol	7
acolg	1
acomenio	3
acomi	4
acominio	2
acomino	1
acompa	1
aconemio	1
acono	2
acoosta	1
acopio	1
acopsta	1
acorano	1
acordero	1
acori	1
acortes	1
acosa	1
acoser	1
acosia	1
acost	6
acosta	495
acostaesc	1
acostas	1
acoste	2
acosto	3
acostos	1
acota	1
acoulencio	1
acreirca	1
acrlos	1
acrlso	1
acrmelo	2
acrmen	1
acrolis	1
acropolis	2
acros	2
across	4
acrrera	1
acrrillo	2
acrrilo	1
acrrion	1
acsas	1
acsha	1
acsota	2
acsta	1
actalina	1
actavio	3
actavui	1
actedral	1
acti	1
actipillaguazo	1
activa	6
activo	2
activos	7
actosta	1
actuatoriana	1
actubre	3
acu	163
acuador	8
acuadro	1
acualada	1
acuango	1
acuarado	3
acuarela	30
acuarelas	52
acuareleas	1
acuareles	1
acuarella	1
acuarelos	1
acuarels	2
acuares	1
acuatoriana	6
acuerda	41
acuerdan	1
acuerdda	1
acuerdo	7
acuero	1
aculada	3
aculo	2
acumeni	1
acumenio	1
acumi	4
acundo	1
acupacional	1
acurano	2
acurio	9
acusanqui	1
acyora	1
ad	5
ada	19
adab	2
adaberto	2
adad	3
adademia	1
adaguirre	3
adalberto	25
adalbeto	2
adalina	8
adalincay	1
adalinda	11
adalverto	2
adam	13
adams	2
adan	37
adanero	1
adann	3
adanuero	1
adaolfo	1
adaunda	1
adbdon	1
adbentista	4
adbon	6
adc	2
addelina	1
addison	1
addler	1
addon	6
addrteta	1
ade	15
adedo	1
adeiga	1
adekla	1
adel	5
adela	74
adelaida	23
adelaide	1
adelardo	1
adelia	2
adelina	24
adelinda	2
adelino	1
adelita	3
adelitan	1
adeliza	3
adellad	1
adellada	1
adelmo	10
adenaguer	3
adenauer	2
adenaula	1
adenaune	1
adenave	1
adenaver	4
adenawuer	1
adenda	1
adenlder	1
adentista	2
adentro	5
adenuer	1
adeo	1
adero	1
adesper	1
adespor	1
adesporo	1
adeuver	1
adi	2
adial	1
adicion	2
adier	1
adila	1
adilfo	1
adilio	3
adilo	3
adilon	1
adinea	9
adino	1
adinoncia	1
adios	5
adis	7
adishi	1
adisi	1
adison	10
adisson	1
adist	6
adistacia	6
adistanci	1
adistancia	107
adistancis	1
adistanua	1
adistarco	1
adistiancia	1
adistyancia	1
aditancia	2
adivina	1
adla	1
adlaberto	1
adle	1
adlea	1
adler	13
adlfo	1
adm	4
admicis	1
administ	1
administracion	1
administrativa	1
admiracion	1
admirante	6
admisis	1
admistral	1
admixis	1
admo	1
admundo	2
ado	3
adoas	1
adob	1
adoctuma	1
adodlfo	1
adofo	6
adoilfo	1
adolf	1
adolfe	1
adolfo	495
adolfo0	1
adolfojurado	1
adolfon	2
adolfp	1
adolfu	1
adolgo	1
adolim	1
adolin	1
adolofo	1
adon	2
adonai	6
adonais	2
adonay	4
adopyuma	1
adoremos	3
adosto	2
adoum	1
adppe	1
adrade	2
adragon	1
adrain	2
adrango	1
adrayala	1
adre	3
adres	8
adria	1
adrian	19
adriana	18
adrianas	1
adriano	5
adriela	1
adriguel	1
adril	1
adrio	1
adtudillo	1
aduanaero	1
aduanero	17
aduardo	10
aduentista	3
adul	3
adulf	5
adulfo	5
adulto	1
adultos	3
adum	17
adun	6
adunn	1
adutista	1
adv	3
adve	1
advemtista	1
adven	3
advent	1
adventisa	2
adventisata	1
adventista	144
adventistas	1
adyulf	1
ae	2
aec	1
aecesio	1
aed	1
aedillitas	1
aegres	1
aegria	3
aeida	1
aejandro	2
ael	3
aelgria	1
aelin	1
aellano	1
aemin	1
aen	1
aenas	1
aeque	1
aerea	56
aereaa	1
aereas	2
aereo	1
aereonautico	3
aerera	1
aerico	1
aero	1
aeronautic	1
aeronautica	4
aeronautico	26
aeropuerto	1
aersenio	1
aesc	62
aescc	1
aescu	1
aesenio	2
aespa	1
aespecial	1
aesquivel	1
aestupi	1
aesus	1
aeteaga	1
aeugenia	2
afael	2
afaro	3
afelia	1
afgosto	1
afilantropica	1
aflorida	1
afolfo	2
afonso	3
afosto	1
afracer	1
afrain	1
afranco	1
afray	1
afredito	1
afredo	8
afrio	1
aftima	1
afuera	17
afustin	1
ag	10
agacucho	1
agad	2
agade	1
agadi	1
agaha	1
agali	1
agaosto	1
agapc	1
agape	16
agapito	5
agapitomora	1
agaraicoa	2
agare	1
agarte	2
agaston	1
agato	18
agaudencio	1
agauilera	1
agaurico	1
agayan	1
agazi	2
agazy	1
agazzi	1
agbriel	1
agchi	1
agda	1
agdalena	1
agdon	1
agel	5
agelica	2
agelico	1
agelita	2
agenda	1
agentina	2
agfopecuario	1
aggazzi	1
agguilar	2
aggustin	1
aghosto	3
aghuilar	1
aghuirre	1
aghusto	1
agi	1
agico	1
agidio	1
agila	10
agilanga	1
agilar	2
agilberth	2
agilberto	1
agilera	6
aginaga	1
aginaldo	2
agino	1
agio	1
agiosto	4
agirre	4
agistin	3
agistina	1
agisto	1
agiuilar	1
agiyan	1
agizaba	1
aglindo	1
agllegos	3
aglomer	1
aglomerado	3
aglomerados	6
agnacio	1
agnel	1
agnelio	2
ago	7
agoasto	1
agoato	1
agoda	1
agodsto	1
agodto	3
agoisto	1
agollan	3
agollano	1
agomez	1
agonomico	2
agoosto	1
agop	3
agopc	1
agopecuaria	1
agopecuario	3
agornomico	2
agoropecuario	1
agorp	3
agorpacuario	1
agorpecuario	6
agos	9
agosato	1
agoso	1
agosot	12
agosoto	3
agosro	1
agosrot	1
agost	13
agost6o	1
agosta	2
agostesc	1
agostia	1
agosto	1030
agosto#49	1
agosto436	2
agosto9	1
agostoe	1
agostoesc	3
agostok	1
agostom	1
agoston	1
agostoo	2
agostop	5
agostos	4
agostp	1
agostpo	3
agostro	1
agosts	1
agostyo	1
agotena	1
agoto	5
agotsto	1
agouyan	1
agoyan	29
agoyana	1
agozzi	1
agposto	1
agpstp	1
agr	39
agra	1
agrado	2
agranja	1
agranomia	1
agrape	1
agrcia	5
agrepecuario	3
agri	2
agric	1
agricol	1
agricola	50
agricolacantonal	1
agricoloa	1
agricultor	1
agricultura	12
agrindustrial	2
agrio	35
agrion	1
agriop	1
agripecuario	3
agripin	1
agripina	47
agripita	6
agripocuario	1
agrirre	1
agrispina	1
agrn	1
agro	97
agroartesanal	2
agrochilla	1
agrocolo	1
agrocpecuario	1
agroecologico	3
agroforestal	3
agrogra	1
agroindistrial	1
agroindustria	1
agroindustrial	19
agroindustrias	1
agroiondustrial	1
agroipecuario	1
agromnomia	1
agron	2
agronimico	2
agronom	1
agronomia	10
agronomic	1
agronomico	24
agronomicoa	1
agronomo	9
agronomoico	1
agrop	174
agropc	1
agropcecuario	1
