1 DE ABRIL COL.
13 DE MAYO ESC
13 DE MAYO ESC.
1ONORATO VASQUEZ ESC.
1VICENTE SOLANO ESC.
31 DE CICIEMBRE ESC.
31 DE DIC EC
31 DE DIC ESC
31 DE DICIEMBRE ESC
31 DE DICIEMBRE ESC.
31 DICIEMBRE ESC.
9 DE OCTUBRE ESC.
ABELARDO ALBAN ESC
ABELARDO ALBAN ESC.
ACADEMIA COL.
AGUSTO MOSCOSO ESC.
AGUSTO MOSCOSO T. ESC.
AGUSTO MOSCOSO TAPIA ESC.
ALFONSO VILLACIS ESC.
AMABLE HUIRTADO ESC.
AMABLE HURTADO ESC.
AMABLE HURTADO VARELA ESC,
AMABLE HURTADO VARELA ESC.
AMABLE OCTAVIO VARELA ESC.
AMAPARITO ARGUELLO N. COL.
AMPARITO ARGUELLO COL
AMPARITO ARGUELLO COL.
AMPARITO ARGUELLO ESC.
AMPARITO ARGUELLO N. COL
AMPARITO ARGUELLO NAVARRO COL.
AMPARITO ARGULLO COL.
AMPARITO RUBIOP ESC.
AMPARO ARGUELLO COL.
AMPARO ARGUELLO ESC.
ANIBAL CASTELLANO ESC.
ANTONIO CALVIJO ESC.
ANTONIO CLAVIJO ESC
ANTONIO CLAVIJO ESC.
ANTONIO CLVIJO ESC.
AQUILES PEREZ TAMAYO ESC.
ARTURO CEPEDA ESC
ARTURO CEPEDA ESC.
AUGUSTO MOSCOSO TAPIA ESC.
BAYRON SUBIA TORO ESC.
BELLAVISTA ESC.
BYRON SUBIA TORO ESC
BYRON SUBIA TORO ESC.
BYRON SUBIA TORRES ESC.
CARDENAL PABLO M. VEGA ESC.
CARDENAL PABLO MUÑOZ ESC.
CAREDNAL PABLO MUÑOZ ESC.
CEAR SUAREZ ESC
CELIANO MONGE ESC.
CESAR ERIBERTO ESC.
CESAR SUAEZ ESC.
CESAR SUAREZ EC.
CESAR SUAREZ ES.
CESAR SUAREZ ESC
CESAR SUAREZ ESC,
CESAR SUAREZ ESC.
CESAR SUAREZ JARDIN
CESAR ZUARES ESC.
CESAS SUAREZ ESC.
CHIMBORAZO DELAGUAN ESC.
CHIMBORAZO ESC.
CHINALO JAR
CHUGCHILAN COL
CLIANO MONGE ESC.
COCHA SAN ISIDRO ESC.
COL. AMPARITO ARGUELLO ESC.
COLGANTES SIGCHOS JARD.
CONDORATO VASQUEZ ESC.
CONZALES SUAREZ ESC.
DR CESAR HERIBERTO SUAREZ ESC.
DR CESAR SUARES ESC
DR CESAR SUAREZ ESC
DR CESAR SUAREZ ESC.
DR CESAR SUAREZ ESWC
DR CESAR SUAREZ JAR.
DR MANUEL PEÑAHERRERA ESC
DR SUAREZ ESC
DR. BRYAN TOBIAS TORO ESC.
DR. BYRON TOBIAS TORO ESC
DR. CESAR SUAREZ ESC.
DR. CESAR SUAREZ JARD.
DR. CESAR SUAREZ SALAZAR ESC.
DR. GONZALO SUAREZ ESC.
DR. JOSE HOMERO MARTINEZ ESC.
DR. PEÑAHERRERA ESC.
DR.CESAR SUAREZ ESC.
EDIOSN MENDOZA ESC.
EDISON MENDOZA ESC.
EL PUYO ESC.
ELOY ALFARO ESC.
ELSA MENDOZA ESC.
ELSON MENDOZA ESC
ENRIQUE GANGOTENA ESC.
ESC S/N
ESCUELA CHILOSO ESC
FEDERICO G SUAREZ ESC.
FEDERICO GONALES SUAREZ ESC
FEDERICO GONZALES DUAREZ ESC.
FEDERICO GONZALES ESC.
FEDERICO GONZALES S. ESC.
FEDERICO GONZALES SUAREZ ESC
FEDERICO GONZALES SUAREZ ESC.
FEDERICO GONZALES SUAREZ JARD
FEDERICO GONZALES SUAREZ JARDIN
FEDERICO GONZALEZ ESC.
FEDERICO GONZALEZ SUAREZ ESC.
FEDERICO GONZALO ESC
FEDERICO GONZALO SUAREZ ESC.
FEDERICO TERAN ESC.
FEDRICO GONZALES SUAREZ ESC.
FELIX BORJA ESC.
FERNANDO RUIZ COL
FERNANDO RUIZ COL.
FISCAL QUISALO ESC
FRANCISCO PIZARRO ESC
FRANCISCO PIZARRO ESC.
G. ELIOY ALFARO ESC.
GENERAL ELOY ALFARO ESC.
GONAZLES SUAREZ ESC.
GONSALES SUAREZ ESC
GONSALEZ SUAREZ ESC
GONSALEZ SUAREZ ESC.
GONZALES SUARES ESC.
GONZALES SUAREZ COL
GONZALES SUAREZ E3SC.
GONZALES SUAREZ ESC
GONZALES SUAREZ ESC,
GONZALES SUAREZ ESC.
GONZALES SUAREZ JARDIN
GONZALEZ SUAREZ ESC
GONZALEZ SUAREZ ESC.
GONZALO SUAREZ ESC
GONZALO SUAREZ ESC.
GRAL. ELOY ALFARO ESC.
GUAYAS ESC.
HERINERTO SUAREZ ESC.
HERMANO MIGUEL COL.
HERNAN CASTRO ESC.
HERNAN CORTES ESC
HERNAN CORTEZ ESC
HERNAN CORTEZ ESC.
HONORATO VASQUEZ ESC.
HURATDO VALERA ESC.
HURTADO VALERA ESC.
HURTADO VARELA ESC.
INES COBO DONOSO COL.
INST DE MUSICA COL
ISABEL CATOLICA ESC.
ISABELA CATOLICA ESC.
ITOALO ESC.
JOSE HOMERO MARTINEZ ESC.
JOSE HURTADO ESC.
JOSE MEDINA QUEVEDO ESC.
JUAN DE VELASCO ESC
JUAN DE VELASCO ESC.
JUAN VELASCO ESC.
JUAN VELASQUEZ ESC.
JUNA VELASQUEZ ESC.
LA SALLE COL.
LA SALVADORA ESC.
LAGUNA DE SAN MIGUELITO ESC.
LEONIDAS PROAÑO COL
LEONIDAS PROAÑO COL.
LUIS ANDA AGUIRRE ESC.
LUIS ANDA ESC
LUIS ANDA ESC.
LUIS ANTA ESC
LUIS DEL PUYO ESC.
LUIS GONZALES SUAREZ ESC
LUIS PERES ANDA ESC.
LUIS PEREZ ANDA ESC.
LUIS PEREZ DE ANA ESC.
LUIS PEREZ DE ANDA ESC
LUIS PEREZ DE ANDA ESC.
LUIS PEREZ DE NADA ESC
LUIS PEREZ YANEZ ESC.
MANUEL CAICEDO ESC.
MANUEL COELLO ESC
MANUEL COELLO ESC.
MANUEL COELLO PEÑAHERRERA ESC.
MANUEL CUELLO ESC.
MANUEL CUELLO PEÑA ESC
MANUEL CUELLO PEÑAHERRERA ESC.
MANUEL EDUARDO CAICEDO ESC.
MANUEL EDUARDO CAISEDO ESC
MANUEL EDUARDO CAISEDO ESC.
MANUEL EDUARDO /CAIZA ESC.
MANUEL EDUARDO CISEDO ESC
MANUEL EDUARDO ESC.
MANUEL PEÑAHERRERA ESC
MANUEL PEÑAHERRERA ESC.
MANUEL PEÑERRERA ESC
MANUEL PEÑERRERO ESC
MANUEL RAMIREZ ESC.
MARIANA HURTADO ESC.
MARIANO HURTADO EC.
MARIANO HURTADO ESC.
MAUEL EDUARDO CAICEDO ESC
MIGUEL SOTOMAYOR ESC.
MONS. LEONIDAS PROAÑO COL.
MONS.LEONIDAS PROAÑO COL.
MONS.LEONIDAS PROAÑO ESC.
MONSEÑOR LEONIDAS PROAÑO COL.
MONSEÑOR LEONIDAS PROAÑO ESC
MORONA SANTIAGO ESC.
MUÑOZ VEGA ESC.
NACIONAL SIGCHOS COL.
NAPO ESC.
NAPO OZACHI ESC.
NUEVA VIDA COL.
ONORATO VASQUEZ ESC
ONORATO VASQUEZ ESC,
ONORATO VASQUEZ ESC.
PABLO CARDENAL MUÑOZ VEGA ESC.
PABLO MUÑOZ ESC.
PABLO MUÑOZ VEGA ESC
PABLO MUÑOZ VEGA ESC.
PABLO MUÑOZ VEGA ESWC
PADRE JUAN DE VELASCO ESC
PADRE JUAN DE VELASCO ESC.
PADRE JUAN VELASCO ESC.
PADRE JUANDE VELASCO ESC.
PUYO ESC.
QIOLATOA ESC
QUILATOA ESC.
QUILOTOA ESC
QUILOTOA ESC.
QUILOTOA JARD
QUIOTOA ESC.
QUITO COL.
QUITOA ESC.
RAMIRES PITA ESC.
RAMIREZ FINTA ESC.
RAMIREZ FITA ESC.
RAMIREZ FITO ESC.
RAMIREZ PILA ESC.
RAMIREZ PITA ESC.
RAMON ESPINOSA ESC.
RAMON ESPINOZA GARZON ESC.
RIO CENEPA ESC.
RIO CEPEDA ESC.
RODEO ESC.
SALVADOR ALLENDE ESC.
SALVADORA DE ALLENDE ESC.
SAN MIGUELITO ESC.
SAN MIGUELITO JAR.
SANTA ROSA ESC.
SELIANO MONGE ESC.
SEMILLITAS JARDIN
SIGCHOS COL.
SIN NOMBRE ESC.
TEC SIGCHOS COL
TEC SIGCHOS COL.
TEC. SIGCHOS COL
TEC. SIGCHOS COL.
TEC. SIGCHOS ESC.
TEC. TOALASO COL.
TECNICO SIGCHO COL.
TECNICO SIGCHO ESC
TECNICO SIGCHO ESC.
TECNICO SIGCHOES COL.
TECNICO SIGCHOS COL
TECNICO SIGCHOS COL.
TECNICO SIGCHOS ESC.
TUYUPANQUI ESC
VACAS GALINDO ESC
VACAS GALINDO ESC.
VICENTE LEON COL.
VICENTE SALAMA ESC.
VICENTE SALANDO ESC
VICENTE SALOMON ESC.
VICENTE SALONDA ESC.
VICENTE SOLANDA ESC
VICENTE SOLANDA ESC.
VICENTE SOLANDO ESC
VICENTE SOLANO
VICENTE SOLANO ESC
VICENTE SOLANO ESC,
VICENTE SOLANO ESC.
VICENTE SOTANO ESC.
VICENTE ZOLANA ESC.
VICENTE ZOLANDA ESC
VICENTE ZOLANO ESC
VICENTE ZOLANO ESC.
VICTOE MANUEL PEÑAHERRERA ESC
VICTOR M PEÑAHERRERA ESC
VICTOR M PEÑAHERRERA ESC.
